Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Search,Women 35-44,60 days,0.13,8728.7,7.91,Los Angeles,Mandarin,607,19675,10,Health & Wellness,2022-07-01
Innovate Industries,Influencer,Men 25-34,30 days,0.12,13553.42,7.82,Miami,English,665,14070,5,Fashionistas,2022-07-13
NexGen Systems,Search,Men 18-24,45 days,0.09,12825.98,3.78,Washington,French,1725,7446,4,Foodies,2022-07-08
Innovate Industries,Email,All Ages,15 days,0.13,15222.24,2.77,Boston,Spanish,1138,9056,5,Tech Enthusiasts,2022-07-16
Innovate Industries,Search,Women 25-34,60 days,0.12,15649.32,7.42,San Francisco,Spanish,1874,5368,2,Health & Wellness,2022-07-09
Innovate Industries,Email,Men 18-24,30 days,0.14,9492.74,7.19,Miami,English,1063,13597,3,Outdoor Adventurers,2022-07-09
TechCorp,Social Media,Men 25-34,45 days,0.05,19178.11,6.02,Seattle,Mandarin,1493,8172,9,Health & Wellness,2022-07-30
TechCorp,Search,Women 35-44,30 days,0.05,12371.29,2.9,San Francisco,English,1700,6337,2,Outdoor Adventurers,2022-07-16
TechCorp,Influencer,All Ages,30 days,0.03,16428.56,3.67,Chicago,German,1222,19538,4,Health & Wellness,2022-07-09
DataTech Solutions,Influencer,All Ages,60 days,0.09,19361.1,5.62,Chicago,Spanish,1829,10897,6,Fashionistas,2022-07-14
Alpha Innovations,Display,Men 25-34,45 days,0.07,5657.15,4.7,New York,English,1657,19293,2,Foodies,2022-07-17
Alpha Innovations,Search,Men 25-34,60 days,0.06,9113.49,5.7,Nueva Orleans,Spanish,929,5442,2,Fashionistas,2022-07-06
Innovate Industries,Display,Women 35-44,45 days,0.02,17611.9,5.27,Chicago,German,609,15722,9,Outdoor Adventurers,2022-07-06
NexGen Systems,Email,Men 25-34,45 days,0.03,14358.28,7.11,Seattle,Mandarin,1786,7466,5,Foodies,2022-07-08
TechCorp,Email,All Ages,60 days,0.03,15467.45,2.38,Las Vegas,English,736,3577,8,Outdoor Adventurers,2022-07-11
NexGen Systems,Search,All Ages,60 days,0.06,5504.36,4.26,San Francisco,French,605,9559,7,Fashionistas,2022-07-12
DataTech Solutions,Influencer,Women 25-34,30 days,0.03,19956.31,2.46,Nueva Orleans,Spanish,141,19850,1,Outdoor Adventurers,2022-07-12
DataTech Solutions,Email,All Ages,30 days,0.05,6274.91,4.58,New York,German,549,7592,9,Fashionistas,2022-07-12
NexGen Systems,Display,Men 18-24,15 days,0.09,7435.54,5.0,Los Angeles,German,1960,9545,2,Outdoor Adventurers,2022-07-03
NexGen Systems,Search,Men 18-24,30 days,0.07,8046.0,7.94,Seattle,French,433,15863,4,Fashionistas,2022-07-01
Alpha Innovations,Influencer,Women 25-34,15 days,0.11,8505.47,3.52,Washington,French,1929,2554,1,Tech Enthusiasts,2022-07-09
Innovate Industries,Search,Women 25-34,45 days,0.03,18296.86,4.24,Washington,French,495,10564,5,Health & Wellness,2022-07-07
TechCorp,Influencer,All Ages,30 days,0.13,16536.5,7.05,Miami,French,1211,11029,10,Outdoor Adventurers,2022-07-22
TechCorp,Search,All Ages,45 days,0.12,18110.69,8.0,Chicago,French,182,14118,5,Fashionistas,2022-07-07
DataTech Solutions,Influencer,Men 18-24,60 days,0.08,10731.53,2.88,Nueva Orleans,German,1673,14189,4,Fashionistas,2022-07-12
Innovate Industries,Search,Men 25-34,15 days,0.01,14013.33,2.44,San Francisco,Mandarin,1867,5311,2,Foodies,2022-07-19
DataTech Solutions,Search,Men 25-34,45 days,0.09,16249.95,4.25,Chicago,French,300,6901,4,Fashionistas,2022-07-16
Alpha Innovations,Influencer,Men 18-24,45 days,0.01,16359.28,4.29,Miami,German,436,19160,2,Fashionistas,2022-07-14
Alpha Innovations,Email,Men 25-34,45 days,0.02,12937.29,7.24,Nueva Orleans,Spanish,934,7772,2,Foodies,2022-07-18
Innovate Industries,Display,Men 18-24,30 days,0.05,19655.89,3.5,Los Angeles,English,170,9334,1,Foodies,2022-07-29
TechCorp,Social Media,Men 18-24,45 days,0.07,15824.65,5.54,Boston,French,1429,14568,1,Foodies,2022-07-16
Alpha Innovations,Display,Men 25-34,60 days,0.1,6122.99,5.93,Seattle,German,1049,16106,6,Tech Enthusiasts,2022-07-15
Innovate Industries,Display,Men 25-34,60 days,0.13,11850.44,3.36,Washington,English,1932,17063,3,Outdoor Adventurers,2022-07-21
Alpha Innovations,Email,Women 35-44,45 days,0.08,19961.06,5.69,Las Vegas,German,1163,12693,2,Outdoor Adventurers,2022-07-02
NexGen Systems,Search,Women 35-44,45 days,0.13,11243.13,4.52,Boston,German,268,11109,5,Health & Wellness,2022-07-28
TechCorp,Display,Women 35-44,15 days,0.11,13459.93,6.62,Las Vegas,Spanish,1040,12448,10,Tech Enthusiasts,2022-07-11
Alpha Innovations,Display,Women 25-34,15 days,0.03,5098.3,7.34,Boston,German,743,6052,10,Outdoor Adventurers,2022-07-16
NexGen Systems,Email,Women 35-44,15 days,0.05,13502.66,6.83,Miami,Mandarin,473,10796,6,Outdoor Adventurers,2022-07-22
Innovate Industries,Social Media,Men 25-34,60 days,0.14,19588.41,5.5,Las Vegas,French,1366,10077,3,Fashionistas,2022-07-15
DataTech Solutions,Search,Men 25-34,30 days,0.01,10011.12,2.1,Miami,Spanish,1726,6501,4,Foodies,2022-07-10
TechCorp,Email,Women 35-44,60 days,0.09,18465.09,7.65,Los Angeles,German,1229,10010,5,Outdoor Adventurers,2022-07-27
NexGen Systems,Search,Women 35-44,15 days,0.07,17049.89,5.69,Miami,English,1714,6188,10,Outdoor Adventurers,2022-07-15
DataTech Solutions,Display,Women 25-34,60 days,0.07,6526.05,6.95,Boston,Mandarin,162,13774,9,Health & Wellness,2022-07-18
Innovate Industries,Social Media,Women 35-44,45 days,0.14,18513.71,3.58,Las Vegas,Spanish,1311,18794,6,Outdoor Adventurers,2022-07-14
DataTech Solutions,Display,Men 18-24,45 days,0.12,16882.22,4.7,San Francisco,Mandarin,1830,3342,6,Tech Enthusiasts,2022-07-11
NexGen Systems,Influencer,All Ages,60 days,0.06,8721.27,7.3,Washington,Spanish,205,3319,4,Health & Wellness,2022-07-11
Alpha Innovations,Search,Women 35-44,60 days,0.15,18945.45,3.96,Nueva Orleans,French,1503,6776,10,Health & Wellness,2022-07-26
NexGen Systems,Social Media,Men 25-34,30 days,0.04,12977.53,2.09,Boston,German,1268,7414,1,Tech Enthusiasts,2022-07-04
NexGen Systems,Search,All Ages,30 days,0.06,15381.72,4.05,Washington,Mandarin,1819,10734,5,Foodies,2022-07-20
TechCorp,Social Media,Men 25-34,30 days,0.08,14066.89,7.5,Boston,French,1421,8050,10,Foodies,2022-07-07
TechCorp,Influencer,Men 18-24,45 days,0.13,5323.94,5.51,Los Angeles,German,1133,8841,5,Outdoor Adventurers,2022-07-12
Alpha Innovations,Social Media,Women 35-44,60 days,0.01,6849.51,2.63,New York,French,801,1516,7,Tech Enthusiasts,2022-07-21
TechCorp,Email,Men 18-24,15 days,0.04,10812.66,4.01,Las Vegas,German,587,6122,8,Fashionistas,2022-07-25
Alpha Innovations,Email,Men 25-34,60 days,0.12,16725.96,7.23,Nueva Orleans,French,1592,3767,3,Outdoor Adventurers,2022-07-23
Innovate Industries,Email,Women 35-44,60 days,0.15,10942.31,7.14,Miami,Mandarin,1639,3022,5,Outdoor Adventurers,2022-07-28
NexGen Systems,Influencer,Men 25-34,45 days,0.05,8672.83,3.61,Nueva Orleans,French,523,11227,9,Tech Enthusiasts,2022-07-23
TechCorp,Email,Women 25-34,30 days,0.11,7815.22,4.73,San Francisco,Spanish,361,9116,6,Outdoor Adventurers,2022-07-07
DataTech Solutions,Social Media,All Ages,60 days,0.1,15676.26,4.67,Las Vegas,Spanish,493,6551,8,Health & Wellness,2022-07-13
NexGen Systems,Social Media,Women 25-34,60 days,0.05,18462.62,6.93,Nueva Orleans,Mandarin,140,17697,1,Foodies,2022-07-03
DataTech Solutions,Email,Women 35-44,60 days,0.15,14132.71,3.01,Washington,Mandarin,784,14474,4,Foodies,2022-07-23
DataTech Solutions,Email,Men 25-34,45 days,0.08,9802.73,7.99,Chicago,French,243,6700,4,Fashionistas,2022-07-16
Innovate Industries,Email,All Ages,30 days,0.1,15960.76,4.22,Los Angeles,French,891,2339,4,Foodies,2022-07-03
NexGen Systems,Social Media,Men 25-34,45 days,0.02,19225.05,6.69,Boston,French,240,9666,7,Health & Wellness,2022-07-19
TechCorp,Social Media,Women 25-34,30 days,0.03,18093.33,6.87,New York,Spanish,134,14969,6,Tech Enthusiasts,2022-07-20
TechCorp,Email,All Ages,45 days,0.04,11111.32,3.22,New York,French,103,10039,8,Fashionistas,2022-07-26
DataTech Solutions,Email,Women 25-34,15 days,0.05,9365.1,2.61,New York,Mandarin,306,13116,3,Outdoor Adventurers,2022-07-04
DataTech Solutions,Search,All Ages,15 days,0.11,15417.74,2.53,Chicago,French,753,15541,7,Fashionistas,2022-07-15
NexGen Systems,Email,Women 25-34,45 days,0.05,15506.58,2.87,San Francisco,English,673,8861,10,Fashionistas,2022-07-19
DataTech Solutions,Influencer,Women 25-34,45 days,0.08,12360.48,4.8,Washington,English,1661,7292,1,Foodies,2022-07-09
Alpha Innovations,Influencer,Men 25-34,45 days,0.09,18074.94,5.74,New York,French,218,8138,9,Foodies,2022-07-16
Alpha Innovations,Influencer,Women 25-34,30 days,0.07,18612.95,4.58,Las Vegas,Spanish,1838,18293,3,Fashionistas,2022-07-08
NexGen Systems,Influencer,Men 25-34,45 days,0.11,16238.81,6.7,New York,English,923,2655,5,Outdoor Adventurers,2022-07-09
TechCorp,Influencer,Women 35-44,15 days,0.04,11461.1,5.38,Boston,German,728,3901,4,Health & Wellness,2022-07-19
TechCorp,Email,Men 25-34,30 days,0.05,5849.61,2.3,New York,Spanish,567,19955,6,Fashionistas,2022-07-07
Alpha Innovations,Search,Men 25-34,60 days,0.07,11215.49,6.96,Chicago,Spanish,474,14534,10,Health & Wellness,2022-07-11
Innovate Industries,Social Media,Men 25-34,60 days,0.09,14578.33,4.91,Boston,Mandarin,1088,18150,8,Outdoor Adventurers,2022-07-04
Innovate Industries,Influencer,All Ages,60 days,0.12,14411.23,2.84,Seattle,Spanish,738,15198,9,Foodies,2022-07-30
Innovate Industries,Social Media,Men 18-24,60 days,0.05,19828.83,6.52,Washington,English,873,5333,6,Tech Enthusiasts,2022-07-28
Alpha Innovations,Social Media,Women 25-34,15 days,0.14,6134.24,3.27,San Francisco,French,1780,8250,1,Health & Wellness,2022-07-02
NexGen Systems,Display,Women 35-44,45 days,0.06,19120.72,6.72,San Francisco,Mandarin,1448,2790,8,Outdoor Adventurers,2022-07-24
NexGen Systems,Display,Women 35-44,60 days,0.13,17475.32,5.92,Boston,German,1776,13087,4,Foodies,2022-07-14
Alpha Innovations,Email,Men 18-24,45 days,0.11,17002.14,4.12,Nueva Orleans,Spanish,671,12037,3,Health & Wellness,2022-07-20
Alpha Innovations,Email,Men 18-24,15 days,0.03,12200.91,3.66,Washington,French,250,13495,6,Foodies,2022-07-19
Alpha Innovations,Email,Women 35-44,30 days,0.02,5733.0,4.89,Miami,French,1267,2829,10,Health & Wellness,2022-07-13
Alpha Innovations,Influencer,Men 25-34,30 days,0.12,18618.55,2.43,Washington,French,1714,11634,3,Tech Enthusiasts,2022-07-22
TechCorp,Email,All Ages,15 days,0.11,13627.8,2.03,San Francisco,French,1182,3743,4,Health & Wellness,2022-07-29
TechCorp,Influencer,All Ages,60 days,0.14,18879.59,3.75,Nueva Orleans,French,1407,8728,10,Fashionistas,2022-07-04
Innovate Industries,Influencer,Women 25-34,60 days,0.09,5911.34,4.24,Seattle,German,923,2220,9,Tech Enthusiasts,2022-07-12
TechCorp,Influencer,Men 25-34,45 days,0.14,13712.62,6.31,Seattle,German,657,16231,10,Health & Wellness,2022-07-30
NexGen Systems,Social Media,Women 25-34,60 days,0.08,9262.84,6.88,Los Angeles,Spanish,1490,10979,3,Tech Enthusiasts,2022-07-01
Innovate Industries,Search,Women 35-44,30 days,0.12,18116.73,7.26,New York,German,1027,12565,3,Health & Wellness,2022-07-08
NexGen Systems,Influencer,Men 18-24,15 days,0.1,17559.05,6.56,New York,French,1994,3545,5,Outdoor Adventurers,2022-07-28
Alpha Innovations,Display,Women 25-34,60 days,0.1,9604.57,2.66,New York,French,545,15038,2,Foodies,2022-07-06
DataTech Solutions,Display,Men 25-34,15 days,0.06,5438.28,7.48,Washington,French,1219,14065,4,Tech Enthusiasts,2022-07-20
NexGen Systems,Social Media,Women 25-34,15 days,0.1,12952.01,3.68,Las Vegas,French,1329,8441,5,Foodies,2022-07-03
TechCorp,Influencer,Women 25-34,45 days,0.03,6536.13,3.02,Miami,German,575,9599,8,Fashionistas,2022-07-09
DataTech Solutions,Display,Men 18-24,60 days,0.05,15288.81,2.16,San Francisco,English,1769,9983,6,Health & Wellness,2022-07-16
Alpha Innovations,Social Media,Men 18-24,45 days,0.11,5326.59,2.54,Los Angeles,French,1358,9508,5,Health & Wellness,2022-07-20
DataTech Solutions,Social Media,Women 25-34,45 days,0.12,13542.91,6.91,Boston,French,815,18187,4,Fashionistas,2022-07-07
Alpha Innovations,Influencer,Men 25-34,60 days,0.11,6760.14,5.2,Miami,Mandarin,695,18215,8,Health & Wellness,2022-07-09
DataTech Solutions,Email,Men 25-34,60 days,0.05,6044.04,6.01,New York,French,443,1329,6,Outdoor Adventurers,2022-07-21
Innovate Industries,Email,All Ages,60 days,0.07,8385.09,6.9,San Francisco,Mandarin,329,8814,9,Outdoor Adventurers,2022-07-01
DataTech Solutions,Search,Women 25-34,60 days,0.02,15213.57,5.56,Las Vegas,Mandarin,540,17146,8,Health & Wellness,2022-07-17
Alpha Innovations,Email,Women 25-34,30 days,0.08,5349.17,6.53,Seattle,French,1574,15497,4,Foodies,2022-07-07
DataTech Solutions,Influencer,All Ages,30 days,0.12,18831.29,3.62,Las Vegas,English,1786,17354,5,Outdoor Adventurers,2022-07-26
Alpha Innovations,Display,Men 18-24,30 days,0.11,11747.59,5.44,Washington,German,1735,18069,9,Foodies,2022-07-18
TechCorp,Email,Women 35-44,45 days,0.04,7953.89,4.45,Seattle,French,463,11932,4,Tech Enthusiasts,2022-07-01
TechCorp,Influencer,Women 35-44,60 days,0.02,8604.91,2.29,Seattle,German,548,18413,6,Health & Wellness,2022-07-01
DataTech Solutions,Search,Men 25-34,45 days,0.03,9127.49,7.03,Nueva Orleans,Mandarin,867,12163,1,Outdoor Adventurers,2022-07-09
TechCorp,Social Media,Women 25-34,15 days,0.07,5461.0,7.71,Las Vegas,French,1053,19570,8,Tech Enthusiasts,2022-07-11
DataTech Solutions,Influencer,Men 25-34,45 days,0.09,16683.46,6.42,Los Angeles,German,1097,3480,9,Outdoor Adventurers,2022-07-05
DataTech Solutions,Influencer,Men 25-34,45 days,0.08,16104.37,2.88,Miami,French,1878,7100,10,Foodies,2022-07-07
Innovate Industries,Email,Men 18-24,30 days,0.15,16598.56,3.55,New York,Spanish,265,12332,5,Tech Enthusiasts,2022-07-07
Innovate Industries,Display,Women 35-44,30 days,0.09,13916.94,3.71,San Francisco,French,1591,15969,6,Foodies,2022-07-22
Innovate Industries,Social Media,Women 35-44,45 days,0.12,6715.53,2.47,Chicago,French,156,3396,3,Tech Enthusiasts,2022-07-28
Alpha Innovations,Social Media,All Ages,60 days,0.09,19494.48,6.4,Washington,Mandarin,222,8794,4,Outdoor Adventurers,2022-07-02
TechCorp,Social Media,Men 25-34,45 days,0.07,18803.13,6.08,Boston,French,1800,16042,4,Outdoor Adventurers,2022-07-29
Alpha Innovations,Social Media,All Ages,30 days,0.05,9021.07,3.49,Chicago,Spanish,1359,9492,6,Outdoor Adventurers,2022-07-09
Innovate Industries,Search,Men 18-24,60 days,0.03,13622.91,5.44,Miami,Spanish,517,16850,6,Outdoor Adventurers,2022-07-14
NexGen Systems,Display,Men 25-34,45 days,0.08,11030.79,6.12,Chicago,Mandarin,1919,17692,1,Outdoor Adventurers,2022-07-23
NexGen Systems,Search,All Ages,30 days,0.05,5097.23,5.96,Los Angeles,Mandarin,1416,10373,10,Foodies,2022-07-11
DataTech Solutions,Social Media,Women 35-44,60 days,0.12,11378.49,4.59,Miami,English,677,16206,2,Outdoor Adventurers,2022-07-29
Alpha Innovations,Search,Men 25-34,15 days,0.1,9205.38,6.09,Los Angeles,Mandarin,102,13549,4,Health & Wellness,2022-07-26
TechCorp,Search,Men 25-34,45 days,0.05,13483.77,5.67,Washington,Spanish,1911,14311,5,Health & Wellness,2022-07-08
Alpha Innovations,Influencer,Women 25-34,60 days,0.02,15580.68,4.29,San Francisco,Spanish,501,10362,5,Fashionistas,2022-07-03
Alpha Innovations,Search,All Ages,60 days,0.1,17167.47,2.54,Boston,Spanish,332,3446,10,Tech Enthusiasts,2022-07-16
DataTech Solutions,Social Media,Men 25-34,30 days,0.14,5108.44,7.64,Las Vegas,Mandarin,315,11864,7,Foodies,2022-07-26
Alpha Innovations,Display,Women 25-34,60 days,0.15,9731.04,6.67,Boston,German,1077,2195,6,Foodies,2022-07-21
NexGen Systems,Email,Women 35-44,30 days,0.15,18181.52,2.94,New York,Spanish,1456,3777,4,Health & Wellness,2022-07-08
TechCorp,Search,Men 18-24,45 days,0.06,9954.78,4.89,New York,Mandarin,1291,7116,9,Fashionistas,2022-07-12
Innovate Industries,Influencer,Men 18-24,30 days,0.01,6185.33,7.16,Washington,French,815,3253,9,Foodies,2022-07-09
TechCorp,Search,All Ages,60 days,0.1,15173.09,3.36,Las Vegas,Mandarin,1265,11688,7,Tech Enthusiasts,2022-07-07
TechCorp,Social Media,Women 35-44,45 days,0.14,12234.71,6.46,Los Angeles,German,1887,11829,2,Tech Enthusiasts,2022-07-21
Alpha Innovations,Social Media,Men 18-24,60 days,0.14,13347.0,4.29,Miami,Mandarin,1721,19626,7,Outdoor Adventurers,2022-07-07
TechCorp,Social Media,Women 35-44,45 days,0.13,18031.94,5.45,Boston,English,1485,15375,3,Tech Enthusiasts,2022-07-06
Alpha Innovations,Search,Men 25-34,15 days,0.12,14516.81,3.41,Miami,French,1724,2237,3,Health & Wellness,2022-07-16
NexGen Systems,Social Media,All Ages,30 days,0.11,12463.78,6.79,Nueva Orleans,English,328,16102,7,Tech Enthusiasts,2022-07-02
NexGen Systems,Email,Women 25-34,30 days,0.01,6269.19,4.21,Chicago,German,1073,6547,4,Foodies,2022-07-10
Innovate Industries,Social Media,Women 25-34,45 days,0.04,14680.95,7.5,Chicago,French,1726,13021,1,Foodies,2022-07-05
DataTech Solutions,Email,Men 25-34,30 days,0.05,12198.1,4.3,New York,Mandarin,377,18168,5,Tech Enthusiasts,2022-07-10
TechCorp,Search,Women 35-44,15 days,0.1,15074.81,6.19,Las Vegas,German,1255,3411,1,Outdoor Adventurers,2022-07-16
DataTech Solutions,Email,Women 25-34,30 days,0.15,17594.4,5.92,Los Angeles,German,1728,4451,10,Foodies,2022-07-02
Innovate Industries,Email,Women 25-34,30 days,0.07,10476.99,6.26,Chicago,Mandarin,1325,5752,3,Foodies,2022-07-29
Innovate Industries,Influencer,Women 35-44,30 days,0.09,6977.49,2.19,San Francisco,German,1908,3954,10,Fashionistas,2022-07-08
NexGen Systems,Email,Men 25-34,45 days,0.02,5681.15,5.99,Boston,English,616,12694,7,Health & Wellness,2022-07-05
DataTech Solutions,Search,All Ages,30 days,0.12,14888.14,4.73,Seattle,French,1470,3493,9,Fashionistas,2022-07-16
Innovate Industries,Search,Women 25-34,45 days,0.07,8797.15,4.85,Nueva Orleans,German,980,13427,5,Foodies,2022-07-04
DataTech Solutions,Email,Women 25-34,60 days,0.04,19973.93,2.2,Miami,French,721,19479,10,Fashionistas,2022-07-05
Innovate Industries,Social Media,Women 35-44,45 days,0.06,19834.24,6.73,New York,English,450,5176,9,Tech Enthusiasts,2022-07-19
TechCorp,Email,Women 25-34,30 days,0.05,11685.57,5.67,San Francisco,Mandarin,1433,6560,10,Tech Enthusiasts,2022-07-22
DataTech Solutions,Social Media,Women 25-34,60 days,0.03,18793.17,5.88,Miami,German,202,7534,1,Health & Wellness,2022-07-16
Alpha Innovations,Search,Men 25-34,45 days,0.06,15115.45,3.73,Seattle,English,675,2232,1,Outdoor Adventurers,2022-07-29
Alpha Innovations,Search,Men 25-34,60 days,0.04,16594.29,7.28,Boston,Spanish,1789,17335,9,Outdoor Adventurers,2022-07-16
Innovate Industries,Email,Women 25-34,30 days,0.06,5921.22,4.11,Chicago,Mandarin,244,7550,5,Health & Wellness,2022-07-08
NexGen Systems,Email,Men 18-24,45 days,0.1,5549.84,2.38,Miami,Mandarin,1481,15023,10,Fashionistas,2022-07-20
Alpha Innovations,Influencer,Women 25-34,30 days,0.06,8403.82,6.65,Las Vegas,German,1290,18860,3,Foodies,2022-07-10
Innovate Industries,Influencer,Women 25-34,30 days,0.06,15167.37,4.81,San Francisco,German,711,6691,6,Tech Enthusiasts,2022-07-13
Alpha Innovations,Search,Women 25-34,15 days,0.04,16782.24,5.2,Las Vegas,French,1611,19817,2,Foodies,2022-07-01
Innovate Industries,Display,Women 35-44,15 days,0.13,12095.17,2.06,San Francisco,English,1852,16738,7,Outdoor Adventurers,2022-07-27
Innovate Industries,Email,Women 25-34,30 days,0.07,7533.22,5.38,Nueva Orleans,Mandarin,1027,13839,8,Tech Enthusiasts,2022-07-06
TechCorp,Email,Men 25-34,15 days,0.03,18289.04,2.09,Las Vegas,English,1779,3727,9,Foodies,2022-07-27
TechCorp,Social Media,Men 18-24,45 days,0.13,14138.54,4.83,Seattle,English,723,12791,1,Fashionistas,2022-07-15
TechCorp,Search,Women 35-44,15 days,0.04,10766.74,3.88,Miami,French,1310,17356,9,Tech Enthusiasts,2022-07-07
DataTech Solutions,Search,Men 25-34,60 days,0.12,11488.6,7.02,Nueva Orleans,English,479,13194,5,Health & Wellness,2022-07-30
TechCorp,Display,All Ages,15 days,0.14,10977.89,3.56,Washington,Mandarin,1681,15994,10,Fashionistas,2022-07-05
Alpha Innovations,Search,Men 18-24,60 days,0.11,18663.57,3.23,Los Angeles,German,1055,9490,3,Fashionistas,2022-07-17
Alpha Innovations,Email,All Ages,15 days,0.15,11086.37,4.58,San Francisco,English,1586,4327,5,Health & Wellness,2022-07-10
Alpha Innovations,Display,Women 25-34,30 days,0.05,7672.22,6.99,Los Angeles,Spanish,139,2253,3,Foodies,2022-07-08
TechCorp,Display,Men 25-34,45 days,0.15,8419.64,7.65,Chicago,English,383,2739,6,Health & Wellness,2022-07-13
Innovate Industries,Display,Men 18-24,45 days,0.01,19818.89,3.46,Miami,Spanish,965,14760,5,Health & Wellness,2022-07-29
TechCorp,Email,All Ages,15 days,0.03,19043.41,6.09,New York,German,796,5342,8,Fashionistas,2022-07-24
DataTech Solutions,Display,Women 35-44,15 days,0.13,8760.6,2.52,Chicago,Mandarin,1970,18073,6,Health & Wellness,2022-07-14
NexGen Systems,Email,Men 25-34,45 days,0.04,11524.54,7.62,Miami,English,608,7259,6,Outdoor Adventurers,2022-07-05
NexGen Systems,Search,Women 25-34,15 days,0.1,6995.09,3.62,Boston,Mandarin,781,6824,9,Fashionistas,2022-07-18
